fecha,CodigoPlanta,NombreUnidad,TipoGeneracion,FPO,precio_oferta
2024-01-01,TDR1,TERMODORADA 1,Termica,1997-08-11,2797.4926
2024-01-01,TSR1,TERMOSIERRA 2,Termica,1998-03-28,2286.9866
2024-01-01,TEC1,TERMOEMCALI 1 VAPOR,Termica,1999-07-16,2018.3216
2024-01-01,TRM1,TERMOCENTRO 1,Termica,1997-02-22,1933.4336
2024-01-01,CTG3,CARTAGENA 3,Termica,1980-01-01,1462.3535999999997
2024-01-01,TVL1,TERMOVALLE 1 VAPOR,Termica,2011-12-17,1399.0016000000003
2024-01-01,CTG2,CARTAGENA 2,Termica,1980-01-01,1372.7735999999998
2024-01-01,CTG1,CARTAGENA 1,Termica,1995-07-20,1302.3186
2024-01-01,SLVJ,SALVAJINA 3,Hidraulica,1995-07-20,1199.0016
2024-01-01,TBQ3,BARRANQUILLA 3,Termica,1980-01-01,1106.8186
2024-01-01,TBQ4,BARRANQUILLA 4,Termica,1980-01-01,1090.4466
2024-01-01,TRN1,TERMONORTE 4,Termica,2018-12-01,1004.0016
2024-01-01,URA1,URRA 3,Hidraulica,2000-05-13,999.0016
2024-01-01,3ENA,TESORITO 7,Termica,2022-09-14,991.8276
2024-01-01,MRL1,MERILECTRICA 1,Termica,1998-02-05,991.8276
2024-01-01,CLMG,CALIMA 1,Hidraulica,1967-01-01,899.0016
2024-01-01,PRDO,PRADO 1,Hidraulica,1973-03-01,879.0016
2024-01-01,TCDT,TERMOCANDELARIA CC 1,Termica,2000-05-18,713.1676000000001
2024-01-01,PRG1,PROELECTRICA 1,Termica,1993-07-01,649.4626
2024-01-01,PRG2,PROELECTRICA 2,Termica,1993-07-01,649.4626
2024-01-01,TBST,TEBSA 21,Termica,1997-08-23,606.2746
2024-01-01,TFL1,FLORES 1 VAPOR,Termica,1993-11-01,549.0016
2024-01-01,TGJ2,GUAJIRA 2,Termica,1987-11-23,533.6056
2024-01-01,PRC3,PORCE III 1,Hidraulica,2011-01-11,514.0016
2024-01-01,PRC2,PORCE II 3,Hidraulica,2000-05-13,509.0016
2024-01-01,LTSJ,LA TASAJERA 3,Hidraulica,1987-05-09,504.0016
2024-01-01,TFL4,FLORES 3,Termica,1998-04-28,499.0016
2024-01-01,TYP1,TERMOYOPAL 1,Termica,2020-12-01,499.0016
2024-01-01,GVIO,GUAVIO 3,Hidraulica,1993-03-19,489.0016
2024-01-01,TGJ1,GUAJIRA 1,Termica,1983-08-08,446.75859999999994
2024-01-01,ZPA2,ZIPAEMG 2,Termica,1964-01-01,410.0016
2024-01-01,ZPA4,ZIPAEMG 4,Termica,1981-04-01,389.0016
2024-01-01,ZPA3,ZIPAEMG 3,Termica,1976-01-01,369.0016
2024-01-01,SOG1,SOGAMOSO 2,Hidraulica,2014-12-01,359.9016
2024-01-01,ZPA5,ZIPAEMG 5,Termica,1985-12-14,359.0016
2024-01-01,CHVR,CHIVOR 1,Hidraulica,1977-05-23,298.3226
2024-01-01,JAGS,JAGUAS 2,Hidraulica,1988-09-24,288.0016
2024-01-01,PPA1,PAIPA 1,Termica,1963-01-01,282.7826
2024-01-01,HMLG,MIEL I 2,Hidraulica,2002-12-01,279.0016
2024-01-01,PPA2,PAIPA 2,Termica,1975-01-01,259.1366
2024-01-01,PPA3,PAIPA 3,Termica,1982-05-06,257.9696
2024-01-01,QUI1,EL QUIMBO 1,Hidraulica,2015-11-16,249.00159999999997
2024-01-01,GEC3,GECELCA 3,Termica,2015-09-17,235.4896
2024-01-01,PPA4,PAIPA 4,Termica,1999-01-08,229.3246
2024-01-01,TSJ2,TASAJERO 2,Termica,2015-11-30,229.2816
2024-01-01,TSJ1,TASAJERO 1,Termica,1985-02-20,228.9816
2024-01-01,GE32,GECELCA 32,Termica,2018-09-28,224.79460000000003
2024-01-01,CHBG,BETANIA 1,Hidraulica,1987-11-01,150.0016
2024-01-01,TYP5,TERMOYOPAL G5,Termica,2021-02-11,99.0016
2024-01-01,CUC1,CUCUANA 2,Hidraulica,2015-11-10,98.1176
2024-01-01,2QEK,SALTO II 2,Hidraulica,2014-06-25,92.94260000000001
2024-01-01,DVS1,DARIO VALENCIA SAMPER 2,Hidraulica,2013-11-10,92.9416
2024-01-01,PGUG,PARAISO 1,Hidraulica,1986-12-01,92.9416
2024-01-01,PLYS,PLAYAS 1,Hidraulica,2003-10-23,92.1016
2024-01-01,GTRG,GUADALUPE 42,Hidraulica,1985-11-18,92.0016
2024-01-01,ESMR,ESMERALDA 2,Hidraulica,1963-01-01,91.10359999999999
2024-01-01,PES1,ITUANGO 1,Hidraulica,2022-12-01,91.10359999999999
2024-01-01,SNFR,SAN FRANCISCO 3,Hidraulica,1969-01-01,91.10359999999999
2024-01-01,ALBG,BAJO ANCHICAYA 1,Hidraulica,1957-01-01,90.1176
2024-01-01,GTPE,GUATAPE 6,Hidraulica,1972-01-01,88.2536
2024-01-01,MOY1,AMOYA LA ESPERANZA 1,Hidraulica,2013-05-30,88.2536
2024-01-01,SMI1,SAN MIGUEL 1,Hidraulica,2015-12-23,88.2536
2024-01-01,SNCR,SAN CARLOS 6,Hidraulica,1987-04-28,88.2536
2024-01-01,TYP2,TERMOYOPAL 2,Termica,2004-07-29,86.0016
2024-01-01,TYP3,TERMOYOPAL G3,Termica,2020-08-31,86.0016
2024-01-01,TYP4,TERMOYOPAL G4,Termica,2020-08-31,86.0016
2024-01-01,CLL1,CARLOS LLERAS 1,Hidraulica,2015-11-22,81.0016
2024-01-01,HMIN,ESCUELA DE MINAS 3,Hidraulica,2019-09-30,81.0016
2024-01-02,TDR1,TERMODORADA 1,Termica,1997-08-11,2797.4926
2024-01-02,TSR1,TERMOSIERRA 2,Termica,1998-03-28,2286.9866
2024-01-02,TEC1,TERMOEMCALI 1 VAPOR,Termica,1999-07-16,2018.3216
2024-01-02,TRM1,TERMOCENTRO 1,Termica,1997-02-22,1933.4336
2024-01-02,CTG3,CARTAGENA 3,Termica,1980-01-01,1462.3535999999997
2024-01-02,TVL1,TERMOVALLE 1 VAPOR,Termica,2011-12-17,1399.0016000000003
2024-01-02,CTG2,CARTAGENA 2,Termica,1980-01-01,1372.7735999999998
2024-01-02,CTG1,CARTAGENA 1,Termica,1995-07-20,1302.3186
2024-01-02,SLVJ,SALVAJINA 3,Hidraulica,1995-07-20,1199.0016
2024-01-02,TBQ3,BARRANQUILLA 3,Termica,1980-01-01,1098.7346
2024-01-02,TBQ4,BARRANQUILLA 4,Termica,1980-01-01,1082.4826
2024-01-02,TRN1,TERMONORTE 4,Termica,2018-12-01,1004.0016
2024-01-02,URA1,URRA 3,Hidraulica,2000-05-13,999.0016
2024-01-02,MRL1,MERILECTRICA 1,Termica,1998-02-05,991.8276
2024-01-02,CLMG,CALIMA 1,Hidraulica,1967-01-01,899.0016
2024-01-02,PRDO,PRADO 1,Hidraulica,1973-03-01,779.0016
2024-01-02,TCDT,TERMOCANDELARIA CC 1,Termica,2000-05-18,707.0805999999999
2024-01-02,TBST,TEBSA 21,Termica,1997-08-23,686.4321
2024-01-02,PRG1,PROELECTRICA 1,Termica,1993-07-01,649.4626
2024-01-02,PRG2,PROELECTRICA 2,Termica,1993-07-01,649.4626
2024-01-02,CHVR,CHIVOR 1,Hidraulica,1977-05-23,619.8776
2024-01-02,TFL1,FLORES 1 VAPOR,Termica,1993-11-01,619.0016
2024-01-02,TFL4,FLORES 3,Termica,1998-04-28,549.0016
2024-01-02,TGJ2,GUAJIRA 2,Termica,1987-11-23,533.6056
2024-01-02,PRC3,PORCE III 1,Hidraulica,2011-01-11,514.0016
2024-01-02,GTRG,GUADALUPE 42,Hidraulica,1985-11-18,509.0016
2024-01-02,TYP1,TERMOYOPAL 1,Termica,2020-12-01,499.0016
2024-01-02,GVIO,GUAVIO 3,Hidraulica,1993-03-19,449.0016
2024-01-02,TGJ1,GUAJIRA 1,Termica,1983-08-08,448.4626
2024-01-02,PGUG,PARAISO 1,Hidraulica,1986-12-01,419.0016
2024-01-02,ZPA2,ZIPAEMG 2,Termica,1964-01-01,410.0016
2024-01-02,ZPA4,ZIPAEMG 4,Termica,1981-04-01,389.0016
2024-01-02,CHBG,BETANIA 1,Hidraulica,1987-11-01,379.0016
2024-01-02,ZPA3,ZIPAEMG 3,Termica,1976-01-01,369.0016
2024-01-02,SOG1,SOGAMOSO 2,Hidraulica,2014-12-01,359.9016
2024-01-02,ZPA5,ZIPAEMG 5,Termica,1985-12-14,359.0016
2024-01-02,HMLG,MIEL I 2,Hidraulica,2002-12-01,317.0016
2024-01-02,JAGS,JAGUAS 2,Hidraulica,1988-09-24,309.5016
2024-01-02,PLYS,PLAYAS 1,Hidraulica,2003-10-23,284.0016
2024-01-02,PPA1,PAIPA 1,Termica,1963-01-01,282.7826
2024-01-02,PPA2,PAIPA 2,Termica,1975-01-01,259.1366
2024-01-02,PPA3,PAIPA 3,Termica,1982-05-06,257.9696
2024-01-02,GEC3,GECELCA 3,Termica,2015-09-17,235.4896
2024-01-02,3ENA,TESORITO 7,Termica,2022-09-14,232.6066
2024-01-02,GE32,GECELCA 32,Termica,2018-09-28,229.6676
2024-01-02,PPA4,PAIPA 4,Termica,1999-01-08,229.3246
2024-01-02,TSJ2,TASAJERO 2,Termica,2015-11-30,229.2816
2024-01-02,TSJ1,TASAJERO 1,Termica,1985-02-20,228.9816
2024-01-02,QUI1,EL QUIMBO 1,Hidraulica,2015-11-16,189.00159999999997
2024-01-02,MOY1,AMOYA LA ESPERANZA 1,Hidraulica,2013-05-30,114.16360000000002
2024-01-02,TYP5,TERMOYOPAL G5,Termica,2021-02-11,99.0016
2024-01-02,CUC1,CUCUANA 2,Hidraulica,2015-11-10,98.1176
2024-01-02,2QEK,SALTO II 2,Hidraulica,2014-06-25,92.94260000000001
2024-01-02,DVS1,DARIO VALENCIA SAMPER 2,Hidraulica,2013-11-10,92.9416
2024-01-02,ESMR,ESMERALDA 2,Hidraulica,1963-01-01,91.10359999999999
2024-01-02,PES1,ITUANGO 1,Hidraulica,2022-12-01,91.10359999999999
2024-01-02,SNFR,SAN FRANCISCO 3,Hidraulica,1969-01-01,91.10359999999999
2024-01-02,ALBG,BAJO ANCHICAYA 1,Hidraulica,1957-01-01,90.1176
2024-01-02,GTPE,GUATAPE 6,Hidraulica,1972-01-01,88.2536
2024-01-02,LTSJ,LA TASAJERA 3,Hidraulica,1987-05-09,88.2536
2024-01-02,PRC2,PORCE II 3,Hidraulica,2000-05-13,88.2536
2024-01-02,SMI1,SAN MIGUEL 1,Hidraulica,2015-12-23,88.2536
2024-01-02,SNCR,SAN CARLOS 6,Hidraulica,1987-04-28,88.2536
2024-01-02,TYP2,TERMOYOPAL 2,Termica,2004-07-29,86.0016
2024-01-02,TYP3,TERMOYOPAL G3,Termica,2020-08-31,86.0016
2024-01-02,TYP4,TERMOYOPAL G4,Termica,2020-08-31,86.0016
2024-01-02,CLL1,CARLOS LLERAS 1,Hidraulica,2015-11-22,81.0016
2024-01-02,HMIN,ESCUELA DE MINAS 3,Hidraulica,2019-09-30,81.0016
2024-01-03,TDR1,TERMODORADA 1,Termica,1997-08-11,2797.4926
2024-01-03,TSR1,TERMOSIERRA 2,Termica,1998-03-28,2286.9866
2024-01-03,TEC1,TERMOEMCALI 1 VAPOR,Termica,1999-07-16,2018.3216
2024-01-03,TRM1,TERMOCENTRO 1,Termica,1997-02-22,1933.4336
2024-01-03,CTG3,CARTAGENA 3,Termica,1980-01-01,1462.3535999999997
2024-01-03,TVL1,TERMOVALLE 1 VAPOR,Termica,2011-12-17,1399.0016000000003
2024-01-03,CTG2,CARTAGENA 2,Termica,1980-01-01,1372.7735999999998
2024-01-03,CTG1,CARTAGENA 1,Termica,1995-07-20,1302.3186
2024-01-03,SLVJ,SALVAJINA 3,Hidraulica,1995-07-20,1199.0016
2024-01-03,TBQ3,BARRANQUILLA 3,Termica,1980-01-01,1098.5096
2024-01-03,TBQ4,BARRANQUILLA 4,Termica,1980-01-01,1082.2606
2024-01-03,TRN1,TERMONORTE 4,Termica,2018-12-01,1004.0016
2024-01-03,MRL1,MERILECTRICA 1,Termica,1998-02-05,991.8276
2024-01-03,CLMG,CALIMA 1,Hidraulica,1967-01-01,899.0016
2024-01-03,PRDO,PRADO 1,Hidraulica,1973-03-01,779.0016
2024-01-03,TCDT,TERMOCANDELARIA CC 1,Termica,2000-05-18,707.0736
2024-01-03,CHVR,CHIVOR 1,Hidraulica,1977-05-23,699.5476
2024-01-03,TBST,TEBSA 21,Termica,1997-08-23,692.5242666666667
2024-01-03,TFL1,FLORES 1 VAPOR,Termica,1993-11-01,629.0016
2024-01-03,URA1,URRA 3,Hidraulica,2000-05-13,599.0016
2024-01-03,HMLG,MIEL I 2,Hidraulica,2002-12-01,598.0016
2024-01-03,SOG1,SOGAMOSO 2,Hidraulica,2014-12-01,594.0016
2024-01-03,JAGS,JAGUAS 2,Hidraulica,1988-09-24,593.6016
2024-01-03,PRG1,PROELECTRICA 1,Termica,1993-07-01,589.1226
2024-01-03,PRG2,PROELECTRICA 2,Termica,1993-07-01,589.1226
2024-01-03,TFL4,FLORES 3,Termica,1998-04-28,559.0016
2024-01-03,TGJ2,GUAJIRA 2,Termica,1987-11-23,536.9096
2024-01-03,PRC2,PORCE II 3,Hidraulica,2000-05-13,514.0016
2024-01-03,PRC3,PORCE III 1,Hidraulica,2011-01-11,509.0016
2024-01-03,LTSJ,LA TASAJERA 3,Hidraulica,1987-05-09,504.0016
2024-01-03,TYP1,TERMOYOPAL 1,Termica,2020-12-01,499.0016
2024-01-03,TGJ1,GUAJIRA 1,Termica,1983-08-08,446.75859999999994
2024-01-03,QUI1,EL QUIMBO 1,Hidraulica,2015-11-16,430.0016
2024-01-03,GVIO,GUAVIO 3,Hidraulica,1993-03-19,429.0016
2024-01-03,ZPA2,ZIPAEMG 2,Termica,1964-01-01,410.0016
2024-01-03,ZPA4,ZIPAEMG 4,Termica,1981-04-01,389.0016
2024-01-03,ZPA3,ZIPAEMG 3,Termica,1976-01-01,369.0016
2024-01-03,ZPA5,ZIPAEMG 5,Termica,1985-12-14,359.0016
2024-01-03,ALBG,BAJO ANCHICAYA 1,Hidraulica,1957-01-01,319.0016
2024-01-03,PPA1,PAIPA 1,Termica,1963-01-01,282.7826
2024-01-03,PPA2,PAIPA 2,Termica,1975-01-01,259.1366
2024-01-03,PPA3,PAIPA 3,Termica,1982-05-06,257.9696
2024-01-03,PPA4,PAIPA 4,Termica,1999-01-08,257.2826
2024-01-03,GEC3,GECELCA 3,Termica,2015-09-17,235.4896
2024-01-03,3ENA,TESORITO 7,Termica,2022-09-14,232.6066
2024-01-03,GE32,GECELCA 32,Termica,2018-09-28,229.6676
2024-01-03,CHBG,BETANIA 1,Hidraulica,1987-11-01,199.00159999999997
2024-01-03,PGUG,PARAISO 1,Hidraulica,1986-12-01,189.00159999999997
2024-01-03,MOY1,AMOYA LA ESPERANZA 1,Hidraulica,2013-05-30,169.9016
2024-01-03,TSJ2,TASAJERO 2,Termica,2015-11-30,119.28159999999998
2024-01-03,TSJ1,TASAJERO 1,Termica,1985-02-20,118.9816
2024-01-03,TYP5,TERMOYOPAL G5,Termica,2021-02-11,99.0016
2024-01-03,CUC1,CUCUANA 2,Hidraulica,2015-11-10,98.1176
2024-01-03,2QEK,SALTO II 2,Hidraulica,2014-06-25,93.00259999999999
2024-01-03,DVS1,DARIO VALENCIA SAMPER 2,Hidraulica,2013-11-10,93.0016
2024-01-03,GTRG,GUADALUPE 42,Hidraulica,1985-11-18,92.1016
2024-01-03,PLYS,PLAYAS 1,Hidraulica,2003-10-23,92.0016
2024-01-03,ESMR,ESMERALDA 2,Hidraulica,1963-01-01,91.10359999999999
2024-01-03,PES1,ITUANGO 1,Hidraulica,2022-12-01,91.10359999999999
2024-01-03,SNFR,SAN FRANCISCO 3,Hidraulica,1969-01-01,91.10359999999999
2024-01-03,GTPE,GUATAPE 6,Hidraulica,1972-01-01,88.2536
2024-01-03,SMI1,SAN MIGUEL 1,Hidraulica,2015-12-23,88.2536
2024-01-03,SNCR,SAN CARLOS 6,Hidraulica,1987-04-28,88.2536
2024-01-03,TYP2,TERMOYOPAL 2,Termica,2004-07-29,86.0016
2024-01-03,TYP3,TERMOYOPAL G3,Termica,2020-08-31,86.0016
2024-01-03,TYP4,TERMOYOPAL G4,Termica,2020-08-31,86.0016
2024-01-03,CLL1,CARLOS LLERAS 1,Hidraulica,2015-11-22,81.0016
2024-01-03,HMIN,ESCUELA DE MINAS 3,Hidraulica,2019-09-30,81.0016
2024-01-04,TDR1,TERMODORADA 1,Termica,1997-08-11,2797.4926
2024-01-04,TSR1,TERMOSIERRA 2,Termica,1998-03-28,2286.9866
2024-01-04,TEC1,TERMOEMCALI 1 VAPOR,Termica,1999-07-16,2018.3216
2024-01-04,TRM1,TERMOCENTRO 1,Termica,1997-02-22,1933.4336
2024-01-04,CTG3,CARTAGENA 3,Termica,1980-01-01,1462.3535999999997
2024-01-04,TVL1,TERMOVALLE 1 VAPOR,Termica,2011-12-17,1399.0016000000003
2024-01-04,CTG2,CARTAGENA 2,Termica,1980-01-01,1372.7735999999998
2024-01-04,CTG1,CARTAGENA 1,Termica,1995-07-20,1302.3186
2024-01-04,SLVJ,SALVAJINA 3,Hidraulica,1995-07-20,1199.0016
2024-01-04,MRL1,MERILECTRICA 1,Termica,1998-02-05,1129.6106
2024-01-04,TBQ3,BARRANQUILLA 3,Termica,1980-01-01,1037.0906
2024-01-04,TBQ4,BARRANQUILLA 4,Termica,1980-01-01,1021.7496
2024-01-04,TRN1,TERMONORTE 4,Termica,2018-12-01,1004.0016
2024-01-04,CLMG,CALIMA 1,Hidraulica,1967-01-01,899.0016
2024-01-04,PRDO,PRADO 1,Hidraulica,1973-03-01,779.0016
2024-01-04,CHVR,CHIVOR 1,Hidraulica,1977-05-23,699.5476
2024-01-04,TCDT,TERMOCANDELARIA CC 1,Termica,2000-05-18,678.0786
2024-01-04,TFL1,FLORES 1 VAPOR,Termica,1993-11-01,649.0016
2024-01-04,TBST,TEBSA 21,Termica,1997-08-23,616.2056416666666
2024-01-04,HMLG,MIEL I 2,Hidraulica,2002-12-01,614.0016
2024-01-04,PLYS,PLAYAS 1,Hidraulica,2003-10-23,609.0016
2024-01-04,GTRG,GUADALUPE 42,Hidraulica,1985-11-18,605.0016
2024-01-04,PRC2,PORCE II 3,Hidraulica,2000-05-13,604.0016
2024-01-04,LTSJ,LA TASAJERA 3,Hidraulica,1987-05-09,603.0016
2024-01-04,SNCR,SAN CARLOS 6,Hidraulica,1987-04-28,602.0016
2024-01-04,URA1,URRA 3,Hidraulica,2000-05-13,599.0016
2024-01-04,TFL4,FLORES 3,Termica,1998-04-28,569.0016
2024-01-04,TGJ2,GUAJIRA 2,Termica,1987-11-23,549.9326
2024-01-04,CHBG,BETANIA 1,Hidraulica,1987-11-01,539.0016
2024-01-04,PGUG,PARAISO 1,Hidraulica,1986-12-01,519.0016
2024-01-04,TYP1,TERMOYOPAL 1,Termica,2020-12-01,499.0016
2024-01-04,PRG1,PROELECTRICA 1,Termica,1993-07-01,449.0016
2024-01-04,PRG2,PROELECTRICA 2,Termica,1993-07-01,449.0016
2024-01-04,ALBG,BAJO ANCHICAYA 1,Hidraulica,1957-01-01,448.0016
2024-01-04,TGJ1,GUAJIRA 1,Termica,1983-08-08,446.75859999999994
2024-01-04,QUI1,EL QUIMBO 1,Hidraulica,2015-11-16,430.0016
2024-01-04,GVIO,GUAVIO 3,Hidraulica,1993-03-19,429.0016
2024-01-04,ZPA2,ZIPAEMG 2,Termica,1964-01-01,410.0016
2024-01-04,ZPA4,ZIPAEMG 4,Termica,1981-04-01,389.0016
2024-01-04,ZPA3,ZIPAEMG 3,Termica,1976-01-01,369.0016
2024-01-04,ZPA5,ZIPAEMG 5,Termica,1985-12-14,359.0016
2024-01-04,PPA1,PAIPA 1,Termica,1963-01-01,282.7826
2024-01-04,PPA2,PAIPA 2,Termica,1975-01-01,259.1366
2024-01-04,PPA3,PAIPA 3,Termica,1982-05-06,257.9696
2024-01-04,PPA4,PAIPA 4,Termica,1999-01-08,257.2826
2024-01-04,GEC3,GECELCA 3,Termica,2015-09-17,235.4896
2024-01-04,3ENA,TESORITO 7,Termica,2022-09-14,231.5316
2024-01-04,GE32,GECELCA 32,Termica,2018-09-28,229.6676
2024-01-04,JAGS,JAGUAS 2,Hidraulica,1988-09-24,199.00159999999997
2024-01-04,MOY1,AMOYA LA ESPERANZA 1,Hidraulica,2013-05-30,159.0016
2024-01-04,TSJ2,TASAJERO 2,Termica,2015-11-30,119.28159999999998
2024-01-04,TSJ1,TASAJERO 1,Termica,1985-02-20,118.9816
2024-01-04,TYP5,TERMOYOPAL G5,Termica,2021-02-11,99.0016
2024-01-04,CUC1,CUCUANA 2,Hidraulica,2015-11-10,96.5356
2024-01-04,2QEK,SALTO II 2,Hidraulica,2014-06-25,93.00259999999999
2024-01-04,DVS1,DARIO VALENCIA SAMPER 2,Hidraulica,2013-11-10,93.0016
2024-01-04,ESMR,ESMERALDA 2,Hidraulica,1963-01-01,91.10359999999999
2024-01-04,PES1,ITUANGO 1,Hidraulica,2022-12-01,91.10359999999999
2024-01-04,SNFR,SAN FRANCISCO 3,Hidraulica,1969-01-01,91.10359999999999
2024-01-04,SOG1,SOGAMOSO 2,Hidraulica,2014-12-01,88.2546
2024-01-04,GTPE,GUATAPE 6,Hidraulica,1972-01-01,88.2536
2024-01-04,PRC3,PORCE III 1,Hidraulica,2011-01-11,88.2536
2024-01-04,SMI1,SAN MIGUEL 1,Hidraulica,2015-12-23,88.2536
2024-01-04,TYP2,TERMOYOPAL 2,Termica,2004-07-29,86.0016
2024-01-04,TYP3,TERMOYOPAL G3,Termica,2020-08-31,86.0016
2024-01-04,TYP4,TERMOYOPAL G4,Termica,2020-08-31,86.0016
2024-01-04,CLL1,CARLOS LLERAS 1,Hidraulica,2015-11-22,81.0016
2024-01-04,HMIN,ESCUELA DE MINAS 3,Hidraulica,2019-09-30,81.0016
2024-01-05,TDR1,TERMODORADA 1,Termica,1997-08-11,2797.4926
2024-01-05,TSR1,TERMOSIERRA 2,Termica,1998-03-28,2286.9866
2024-01-05,TEC1,TERMOEMCALI 1 VAPOR,Termica,1999-07-16,2018.3216
2024-01-05,TRM1,TERMOCENTRO 1,Termica,1997-02-22,1933.4336
2024-01-05,CTG3,CARTAGENA 3,Termica,1980-01-01,1462.3535999999997
2024-01-05,TVL1,TERMOVALLE 1 VAPOR,Termica,2011-12-17,1399.0016000000003
2024-01-05,CTG2,CARTAGENA 2,Termica,1980-01-01,1372.7735999999998
2024-01-05,CTG1,CARTAGENA 1,Termica,1995-07-20,1302.3186
2024-01-05,SLVJ,SALVAJINA 3,Hidraulica,1995-07-20,1199.0016
2024-01-05,TBQ3,BARRANQUILLA 3,Termica,1980-01-01,1066.8526
2024-01-05,TBQ4,BARRANQUILLA 4,Termica,1980-01-01,1051.0716
2024-01-05,TRN1,TERMONORTE 4,Termica,2018-12-01,1004.0016
2024-01-05,TFL1,FLORES 1 VAPOR,Termica,1993-11-01,999.3116
2024-01-05,3ENA,TESORITO 7,Termica,2022-09-14,991.8276
2024-01-05,MRL1,MERILECTRICA 1,Termica,1998-02-05,991.8276
2024-01-05,ALBG,BAJO ANCHICAYA 1,Hidraulica,1957-01-01,919.0016
2024-01-05,CLMG,CALIMA 1,Hidraulica,1967-01-01,899.0016
2024-01-05,TFL4,FLORES 3,Termica,1998-04-28,793.1446
2024-01-05,PRDO,PRADO 1,Hidraulica,1973-03-01,779.0016
2024-01-05,SOG1,SOGAMOSO 2,Hidraulica,2014-12-01,741.0016
2024-01-05,JAGS,JAGUAS 2,Hidraulica,1988-09-24,740.0016
2024-01-05,HMLG,MIEL I 2,Hidraulica,2002-12-01,739.0016
2024-01-05,GVIO,GUAVIO 3,Hidraulica,1993-03-19,719.0016
2024-01-05,TCDT,TERMOCANDELARIA CC 1,Termica,2000-05-18,711.657975
2024-01-05,PRC3,PORCE III 1,Hidraulica,2011-01-11,650.0016
2024-01-05,PRC2,PORCE II 3,Hidraulica,2000-05-13,649.0016
2024-01-05,TBST,TEBSA 21,Termica,1997-08-23,623.9706
2024-01-05,CHBG,BETANIA 1,Hidraulica,1987-11-01,614.0016
2024-01-05,SNCR,SAN CARLOS 6,Hidraulica,1987-04-28,609.0036
2024-01-05,LTSJ,LA TASAJERA 3,Hidraulica,1987-05-09,603.0016
2024-01-05,URA1,URRA 3,Hidraulica,2000-05-13,599.0016
2024-01-05,CHVR,CHIVOR 1,Hidraulica,1977-05-23,589.0016
2024-01-05,TGJ2,GUAJIRA 2,Termica,1987-11-23,549.9326
2024-01-05,PGUG,PARAISO 1,Hidraulica,1986-12-01,519.0016
2024-01-05,TYP1,TERMOYOPAL 1,Termica,2020-12-01,499.0016
2024-01-05,TGJ1,GUAJIRA 1,Termica,1983-08-08,446.75859999999994
2024-01-05,QUI1,EL QUIMBO 1,Hidraulica,2015-11-16,430.0016
2024-01-05,PRG1,PROELECTRICA 1,Termica,1993-07-01,419.0016
2024-01-05,PRG2,PROELECTRICA 2,Termica,1993-07-01,419.0016
2024-01-05,ZPA2,ZIPAEMG 2,Termica,1964-01-01,410.0016
2024-01-05,ZPA4,ZIPAEMG 4,Termica,1981-04-01,389.0016
2024-01-05,ZPA3,ZIPAEMG 3,Termica,1976-01-01,369.0016
2024-01-05,ZPA5,ZIPAEMG 5,Termica,1985-12-14,359.0016
2024-01-05,PPA1,PAIPA 1,Termica,1963-01-01,282.7826
2024-01-05,PPA2,PAIPA 2,Termica,1975-01-01,259.1366
2024-01-05,PPA3,PAIPA 3,Termica,1982-05-06,257.9696
2024-01-05,PPA4,PAIPA 4,Termica,1999-01-08,257.2826
2024-01-05,GEC3,GECELCA 3,Termica,2015-09-17,235.4896
2024-01-05,GE32,GECELCA 32,Termica,2018-09-28,229.6676
2024-01-05,MOY1,AMOYA LA ESPERANZA 1,Hidraulica,2013-05-30,214.50159999999997
2024-01-05,TSJ2,TASAJERO 2,Termica,2015-11-30,119.28159999999998
2024-01-05,TSJ1,TASAJERO 1,Termica,1985-02-20,118.9816
2024-01-05,TYP5,TERMOYOPAL G5,Termica,2021-02-11,99.0016
2024-01-05,CUC1,CUCUANA 2,Hidraulica,2015-11-10,96.4706
2024-01-05,2QEK,SALTO II 2,Hidraulica,2014-06-25,93.00259999999999
2024-01-05,DVS1,DARIO VALENCIA SAMPER 2,Hidraulica,2013-11-10,93.0016
2024-01-05,GTRG,GUADALUPE 42,Hidraulica,1985-11-18,91.1046
2024-01-05,ESMR,ESMERALDA 2,Hidraulica,1963-01-01,91.10359999999999
2024-01-05,PES1,ITUANGO 1,Hidraulica,2022-12-01,91.10359999999999
2024-01-05,PLYS,PLAYAS 1,Hidraulica,2003-10-23,91.10359999999999
2024-01-05,SNFR,SAN FRANCISCO 3,Hidraulica,1969-01-01,91.10359999999999
2024-01-05,GTPE,GUATAPE 6,Hidraulica,1972-01-01,88.2536
2024-01-05,SMI1,SAN MIGUEL 1,Hidraulica,2015-12-23,88.2536
2024-01-05,TYP2,TERMOYOPAL 2,Termica,2004-07-29,86.0016
2024-01-05,TYP3,TERMOYOPAL G3,Termica,2020-08-31,86.0016
2024-01-05,TYP4,TERMOYOPAL G4,Termica,2020-08-31,86.0016
2024-01-05,CLL1,CARLOS LLERAS 1,Hidraulica,2015-11-22,81.0016
2024-01-05,HMIN,ESCUELA DE MINAS 3,Hidraulica,2019-09-30,81.0016
2024-01-06,TDR1,TERMODORADA 1,Termica,1997-08-11,2797.6366
2024-01-06,TSR1,TERMOSIERRA 2,Termica,1998-03-28,2287.1306
2024-01-06,TEC1,TERMOEMCALI 1 VAPOR,Termica,1999-07-16,1954.1056
